clean_text,sentiment_label
warna pink rose nya tidak sama seperti yang biasa saya beli untuk hp lama tapi warnanya senada dengan lis hp warna orange sih lumayan keren tks ya,positive
barang datang dengan utuh tidak ada penyok berfungsi dengan baik sidah di coba buat lihat genteng tetangga bisa,positive
mantap kali ke beli ditoko ini lebih murah daripada di toko lain ed masih lama,positive
iyat sama yudi,positive
respon cepat packing aman pengiriman sesuai hari sampai semoga cocok nyaman buat terima kasih,positive
top banget nih sudah langganan pastinya sempat enggak belanja karena seller tidak ada rekanan buat anter untung sekarang sudah ada trm kasih 🤗🤗,positive
varian bumbunyaa lengkap updated dengan varian baru sellernya juga sangat ramah proses pesanan cepat 👍👍,positive
mantap aktif setelah menunggu jam,positive
barang praktis sih cara pasang juga mudah baru dipasang dijalur rayap semoga efektif dan rayap mati semua,positive
alhamdulillaah enaak walau dimakan dalam keadaan masih dingin tapi rasa tetap lembut mantaab,positive
mantap pengiriman cepat banget packaging di lapis lagi pakai plastik👍👍 seller ramah,positive
alhamdulillah fresh semua pokoke recommended terima kasih gan,positive
barang bagus dan pengiriman cepat tepat waktu 👍,positive
sempurna,positive
waktu pengukuran lebih lama dari yang merk onemed tapi hasil pengukuran lebih akurat dan meyakinkan,positive
barang sudah diterima dengan baik enggak ada yang rusak aman rasa enak banget,positive
sudah kesekian puluh kali order height booster package ini dan memang terbukti tb anak saya bertambah pesat minum sehari pagi amp malam juga kids honey nya,positive
barang sudah sampai packing rapi respon cepat banget trm kasih 🙏,positive
ukuran ukuran pas karakteristik jaitan tidak rapi lain kali pakai qc agar dicek lagi,negative
barang nya bagus harga asli nya hampir diskon jadi murah jadi dengan kualitas ini sangat bagus recomended banget mines nya kalau spar boxing enggak bisa pakai parry jab tapi itu ok saya suka dengan kualitas mereka good kualitas nya bagus nyaman dari min nya saya enggak bisa pakai parry jab saya rate ini enak banget sarung tinju nya saya suka dengan sarung tinju ini sama forget saya lupa saya pernah beli sarung tinju venom di harga total nya ribu lah tapi kualitas lumayan saya rate yang venom dari atau dari saya juga pengguna hook jadi bisa banget saya melatih dengan sarung tinju baru ini decatlon mantaps oh iya saya juga kalau beli sarung tinju melihat dari kualitas nya bukan warnanya itu ok warna nya mungkin menurut orang lain boring bosan tapi kalau saya enggak boring sih karena saya cari kualitas bukan warna mantapss,positive
barang okay sesuai deskripsi,positive
original asli pas di kaki,positive
recomended kualitas produk istimewa dengan packing yang aman selalu belanja ditempat ini pelayanan penjual baik sekali terima kasih,positive
oke banget,positive
puas,positive
hot and spicy ini paling cocok buat ayam goreng tempe goreng jadi lebih kriuk dan pedas,positive
bagus,positive
membanyaki promo saja kak respon cepat tokopedia the best,positive
mohon maaf sebelumnya saya pembeli sangat kecewa ke penjual barang saya pesan dari tanggal pakai kurir rekomendasi tokopedia terima pada tanggal sore penjual tidak balas chat pembeli dan tidak bertanggung jawab sama sekali yang penting sudah order dan yang lainnya bofoh saja penjual tidak profesional sama sekali dan saya pembeli sangat kecewa lain penjual masih bisa chat balas chat ataupun hubungi langsung kalau ada kendala dan maaf juga kualitas barang juga bukan import dan jahitan kurang bagus lapisan dalam samsak juga model plastik iyaudah semoga awet saja sama sama penjual tokopedia dan kurir tidak ta gung jawab penjual sudah untung saya kasih bintang semoga ke depan bisa lebih baik dan jual barang lebih baik juga terima kasih,negative
akurasi bagus 👍,positive
barang cepat sampai dan kaos kaki nya nyampan di pakai 🤩👍🏻,positive
seller sangat friendly qualitas barang sesuai espextasi paket aman,positive
sudah repeat order untuk keaslian barang ok berikut foto posisi barang di kardus roll on nya keluat dari kotak yang penyok tapi masih ok,positive
terimakasih kak fast respond and helpful terbaik 🫰,positive
bagus kualitasnya,positive
puas…enak dan terima kasih,positive
produk original sesuai deskripsi pengiriman cepat amp packaging sangat rapi terimakasih,positive
barang berkualitas,positive
barangnya sih bagus cuman ada sedikit noda yang tidak tau bisa hilang apa enggak,neutral
mantap,positive
proses cepat pengiriman aman barang sesuai deskripsi mantap,positive
pengiriman cepat barang bagus sesuai deskripsi,positive
bagus tasnya sesuai deskripsi warna agak gelap saya suka,positive
produk good quality sesuai pesanan seller responsif pengiriman cepat josss buat langganan,positive
pengiriman cepat packing baik barang bagus,positive
akhirnya bisa ketemu dek sugu 👍 thank you,positive
cekernya bersih² bungkus nya rapi 👍👍👍,positive
bareng tidak sesuai seperti gambar,negative
produk diterima kondisi baik packing aman pengiriman cepat semoga bermanfaat,positive
bahan berkualitas dipacking rapi expirednya juga masih lama,positive
bagus banget… kualitas bagus size sesuai deskripsi oke,positive
barangnya bagus pengiriman cepat packing baik hanya agak penyok tapi kondisi di dalam bagus,positive
barang sesuai pesanan pengiriman cepat dan packing rapi,positive
barang sesuai deskripsi seller fast respon mantap 👍,positive
enak maskernya enggak berasa kayak pakai kertas di wajah motifnya juga cantik,positive
terimakasih respon penjual cepat dan puas barang nya bagus,positive
sesuai,positive
kualitas suaranya bagus resolusi gambar tajam 👍 desain ramping,positive
barang ok original sudah include pipa freon dalam unit nya,positive
kemasan jajannya beberapa ada yang gepeng kempes kempes enggak ada anginnya entah itu mlempem atau enggak ya,neutral
langganan beli nya menunggu promo rasa disukai anak packaging sangat aman terima kasih,positive
esim nya mudah digunakan selalu javamifi setiap ke ln,positive
barang oke semoga awet,positive
cocok untuk workout berfungsi dengan baik dandijamin termurah,positive
telur ayam kampung omega makanan sehat dan bergizi terjamin kwalitasnya👍,positive
paket sampai dalam keadaan baik dkipas berfungsi dengan baik semoga awet di pakai sempat ragu pilih warna matcha takut gonjreng warnanya ternyata bagus soft warnanya alternatif pilihan warna selain putih pilih matcha saja packing aman dan rapi pengiriman cepat keluar pulau jawa trmkasih 🙏,positive
mantul respon cepat banget adminnya pengiriman juga cepat aman,positive
order kesekian kalinya selalu memuaskan,positive
deh dipakai langsung menempel pakenya juga enggak takut kena tangan karena bukan cair tapi cream jadi gampang diaplikasikan terima kasih,positive
sesuai deskripsi semoga awet saja,positive
dikirim pakai box instan,positive
scent good,positive
bahan lumayan kokoh sesuai dengan harga yang penting berfungsi dengan baik,positive
barang sampai dengan aman bagus dan enak banget dipakai kemarin sudah beli sekarang beli bahannya adem kalau dipakai mantap pokoknya,positive
barang bagus dibantu pemasangan pelayanan mantul,positive
barang segel amp sesuai deskripsi original sangat puas top seller,positive
produk bagus original harga terjangkau proses dan pengiriman cepat ednya masih lama september masih tersegel di kemas dengan sangat aman best seller thanks ya recommended,positive
saja enggak sesuai harga,neutral
product okee packing aman banget pengiriman cepat 👍👍,positive
semoga berfungsi sewaktu pendakian,positive
seller responsif ramah bahan bagus,positive
kurang menempel di magsafe dan membuat magsafe cepat panas tapi fitur proteksi ok,positive
rekomended seller barang bagus lebih tebal mm seller fast respon trimakasih,positive
sangat memuaskan sehari sampai padahal saya di kudus,positive
gampang larut diaduk saja pakai sendok bisa sudah beli beberapa kali enggak bikin jerawatan juga,positive
packing vacuum jadi cumi lebih awet dan ada ice packnya juga jadi kualitas produk terjaga baik pengiriman cepat harga terjangkau berat dan ukuran cumi sesuai terima kasih,positive
barang sesuai dengan deskripsi cakep dan sudah dicoba aman tinggal di tes nanti pas camping di outdoor bintang untuk toko dan produknya super puaaaas kalo bluetti sih jaminan,positive
mantap,positive
barang sesuai pesanan packing rapi respon cepat terima kasih ya,positive
oke sudah sampai,positive
mantap,positive
enak wanginya,positive
terbaik ini sih keren banget ikan dalam kondisi bersih dan fresh enggak bau tanah,positive
thanks seller of tokopedia paket sudah diterima,positive
barang hari minggu jam sore pesan langsung di proses beberapa menit kemudian terus dikirim dan sampai senin siang cepat banget sampenyaa seller juga selalu ngabarin lewat foto dari barangnya dan pas sudah dipacking kualitas barang oke banget sih sesuai harga desain lucu dan jarang yang jual model kayak begini mantap pokoknya recommended 😻,positive
terima kasih packing rapi tokonya amanah kurir ramah cocok banget langganan,positive
good,positive
barang sesuai pengiriman oke belum paham seberapa kuat tapi semoga awet😃👍🏻,positive
maturnuwun untuk ownernya 🙏 sukses selalu,positive
sangat puas pengiriman cepat dan sesuai dengan gambar pokoknya mantaaaap,positive
response seller ramah dan cepat packing bagus,positive
produk oke packing pengiriman bagus pelayanan cs pun memuaskan,positive
walaupun entah ada kendala apa amp packingnya cuma dibungkus plastik tapi akhirnya sampai juga pesananku dengan aman semoga awet terima kasih,positive
mudah digunakan dan sinyal tidak ada kendala,positive
ok berfungsi normal tidak ada penyok dan pecah,positive
mantap 👍 enggak ada celah cuman kykny kalo beli jangan mesti punya spare 😁😁😁,positive
daging super packing rapi pengiriman respon cepat,positive
selalu beli daging samcan babi disini sayurifood kwalitas dagingnya sangat super bagus fresh pelayanan cepat ramah packing dan pengirimannya ok dan cepat sangat puas belanja disini semoga semakin banyak pelanggan yang belanja di sayurifood terimakasih,positive
ok tapi aga lambat di pengiriman,positive
rusak dari saya beli,neutral
mantap sesuai pesanan desain bagus fungsional top packing aman rapi,positive
ukuran keci bukan gram melain gram,neutral
mantap barang orisinal sesuai deskripsi harga murah top,positive
proses kirim super gercep barang sesuai fit perfectly harga lebih murah dibanding toko lain thanks,positive
bagus bahannya nyaman pas di aku enggak ketat amp enggak longgar banget yang pahanya lumayan gede xixixi tt tb mau beli warna lain nanti 🤗🤩,positive
barangnya sesuai cocok dengan tabletnya terima kasih agan,positive
alhamdulillah paket sampai dengan cepat dan aman baru mau coba variant yang ini sebelumx sudah mencoba yang kemasan warna merah enak banget rasax,positive
kualitas produk bagus sesuai harapan,positive
barang sudah datang pengiriman cepat barang sesuai deskripsi terima kasih,positive
respon seller ok barang dterima dengan aman exp date juga aman,positive
top banget dan segar terimakasih,positive
sesuai deskripsi tekiro awetlah,positive
banyat uletnya geli banget 🥺 next time tolong lebih diperhatikan ya update seller responsif dan bertanggung jawab besoknya langsung dikirim gantinya terima kasih,positive
fast response,positive
respon pengiriman cepat sekali barang bagus di kemas rapi 👍,positive
oke sip tinggal efort untuk ngrakit nya,positive
pemasangan mudah build kokoh,positive
barang bagus dan orisinal cepat sampai terimakasih,positive
sepatunya sesuai poto cuma lem nya kurang rapi pengiriman cepat kurir baik dan ramah,neutral
kualitas bagus sayang dipotong jadi,positive
udara jadi sejuk 👍 pasangnya enggak ribet hemat listrik ⚡,positive
thinner after washing,negative
product quality biasanya sampai aman yang kali ini sayang ada yang pecah tolong lain kali lebih diperhatikan lagi ya packingnya,neutral
mantap pengiriman cepat,positive
bagian dala yang seharusnya ada busa tidak ada busa nya permukaan lengket,negative
mantap toko amanah,positive
oke kak,positive
joooosss,positive
sangat bagus langsung di cowok ya sekarang juga,positive
barang bagus sesuai deskripsi dapat bonus perman juga kemasan rapi aaman buat pisau endmillnya tokonya amanah jaga kwalitas mantaaaappp terima kasih buat seller amp kurirnya semuanya,positive
sudah diterima dengan kondisi baik packing rapi proses dan pengiriman cepat terima kasih,positive
produk ini saya sudah coba bisa dipasang di produk dreame saya ultra ataupun ultra gen cuma karena dreame favorit saya ultra gen saya pasang tri cut ini di ultra gen hasil panjang dan rambut yang tersedot bisa kecil halus mantap deh,positive
pas banget racikannya buat saya sekeluarga cuma ditambahin potongan ayam saja buat sayurannya segar semua te pe,positive
barang berkualitas amp berfungsi dengan baik terima kasih,positive
respon dan pengiriman cepat paket aman dan sesuai,positive
as ordered 👍🏻 fast response 👌🏻 recommended seller 🫰🏻,positive
packaging rapi barang oke,positive
pengiriman nya cepat barang nya sesuai pesanan harga competitive 👍,positive
barang bagus dan berkualitas sesuai deskripsi barang sesuai foto packaging rapi dan aman pelayanan cepat dan memuaskan teruma kasih semoga sukses dan maju terus tokonya,positive
sesuai pesanan delivery cepat packing good seller,positive
barang sudah sampai rekomended mantap ada stiker sama kartu ucapan buat customer pula,positive
material bagus amp berkualitas amp tampak kokoh warna nya bagus banget suka banget,positive
pengiriman cepat aman lebih cepat dari yang diperkirakan barang lengkap packing juga aman banget,positive
mantap dapat bonus lem besi,positive
sayurannya selalu segar dan bersih memudahkan saya dalam memasak porsinya enggak lebih enggak kurang,positive
terima kasih respon chat dan kurir juga oke,positive
pengiriman nya sih cepat tapi kok packingannya hancur banget sampai sepatu nya jadi penyok kayak barang bekas,neutral
packing aman standard ikea barang aman sesuai dengan deskripsi,positive
cabe segar,positive
build quality mantap durable untuk mesin kasir ram nya cukup,positive
barang bagus ukuran sesuai keinginan pengiriman cepat tks seller,positive
mntp,positive
mantap sedang dicoba recommended seller dan kurir,positive
tasnya robek jadi saya membuangnya,negative
pelayanannya sangat bagus barang berfungsi dengan baik sesuai dengan harapan 👍👍 recommended deh,positive
sesuai pesanan pengiriman cepat kualitas segar,positive
standar saja,positive
packaging kurang save kotak peyot semua,neutral
ini enak sih tinggal goreng tapi kata anakku agak sedikit keras tapi okelah 🌟😍✅,positive
barang saya hilang tapi seller bantu buat klaim barangnya,positive
bahannya sangat grip terkena basahan atau keringat cepat kering bagi pengguna jangan sering dibersihkan dan tidak boleh ditekuk bagian warna harus bagian diluar csnya sangat membantu memberikan info cara perawatan yang baik,positive
abon enak 🤤,positive
sampai tepat waktu sesuai dengan pesanan,positive
pesan dua dus mi goreng mi goreng krispi alhamdulillah datang tapi enggak expect bakal digabung jadi dus kurang rapi ngebungkusnya mana yang mie goreng biasanya kurang pula ayam krispinya sih lengkap ada semoga ke depannya bisa pas enggak bkurang kualitas kuantitasnya,neutral
sesuai pesanan proses cepat kurir aman kemasan aman,positive
mantap bosq terima kasih,positive
barang sudah diterima dengan baik,positive
good,positive
mantap,positive
product quality good,positive
happyfit shorts bagus sekali bahannya adem dan lembut enak di pakai pas ukuran packing aman,positive
dari admin sampai teknisi service nya top 👍🏻 ramah dan sangat membantu harga juga bersaing dibantu instalasi dan diajari juga cara pakai mesin cucinya best💯💯,positive
alhamdulillah lebih bagus daripada baterai sebelumnya,positive
plastiknya luar dalam dan juga full bubblewarp plus kardus tebal,positive
mantap sesuai dengan deskripsi produk toko mantap,positive
terima kasih seller yang memproses pesanan saya dengan cepat tanpa diminta padahal lagi hari hari menjelang libur lebaran saya jadi bisa main basket untuk mengisi libur lebaran saya juga suka karena seller ini melayani berapapun kita pesan unitnya semoga diberikan penuh keberkahan untuk seller,positive
sempurna rasanya enak gurih dan cukup terjangkau expired lama masih segel juga pokoknya mantabz,positive
sesuai deskripsi proses dan pengiriman cepat pesanan terpacking dengan aman sampai tujuan,positive
mantappppppppppppppppppppppppppppppppppp,positive
pengiriman super cepat padahal bebas ongkir sukses ya,positive
respon seller cepat pesanan di kirim sesuai barang original jadi kami juga puas semoga bisa di pertahankan terus layanan yang sudah bagus ini karena kami bakal repeat order,positive
pesanan sudah diterima kualitas produk bagus sesuai deskripsi packing rapi dan aman pengiriman sesuai orderan tks seller👍👍,positive
pengiriman salah alamat baru setelah saya melakukan komplain barang belum diterima satu hari kemudian barang datang dengan kondisi yang memperihatinkan barang yang dikirim dalam keadaan dus terbuka sobek rusak pelayanan jne terburuk,negative
produk sesuai etalase dan sampai dalam keadaan baik tanpa bocor dan penyok prosesnya super cepat dan packing sangat aman,positive
barang orisinal kualitas bagus pelayanan juga cukup cepat dikasi bubble dan rapi plus dapat bonus potongan ongkir terima kasih,positive
barangnya bagus dan pas di,positive
pengiriman agak lama packing aman dan rapi alhamdulillah dapat harga murah exp masih lama sering² promo ya tks seller 🥰 maaf foto enggak sesuai kerdus deh dibuang langsung,positive
as always good,positive
bagus,positive
lebih segar dari pembelian yang lalu,positive
paket nya sudah sampai cepat sekali baju nya bagus pas ukuran nya thank seller next order lagi,positive
produk original produk sesuai ekspektasi mantul dijamin termurah,positive
telor busuk semua butir enggak ada yang bagus pun padahal sudah langganan beli di sini tolong dong ganti,negative
very helpful jika ada perlu untuk kirim hampers dan rapi banget,positive
pengiriman cepat penjual ramah,positive
barang mantap,positive
cabe bagus dan kondisi packing oke harga sedikit lebih daripada pasar lokal tapi enggak mesti heheh terima kasih seller,positive
bahannya nyaman dan pas cocok di pakai buat olahraga,positive
untuk yang sedang butuh semprotan jangan ragu beli disini saja produk bagus yang di foto sama riilnya barang yang sama plus kemasannya aman,positive
pengiriman cepat respon penjual baik,positive
enak rasanya packing aman pengiriman lama entah nyasar kemana setelah komplain beberapanhari kemudian baru tiba jadi bikin repot saja thx seller,positive
barang sesuai deskripsi pengiriman cepat,positive
bahannya lembut tebal tidak berbau kimia,positive
pengiriman cepat dan rapi sangat puas beli disini,positive
respon bagus,positive
barang masih disegel pas sampai bubble wrap tebal sesuai pesanan,positive
tasnya bisa dilipat dan jadi ringkas banget warnanya juga bagus packingan oke dengan pengiriman sameday semoga awet,positive
sejauh ini bagus pengiriman lumayan cepat packing rapi barangnya aman dan sesuai sama ukuran kaki cuma belum di tes belum dipakai jalan semoga saja awet sih dan enak dipakai,positive
barang sesuai deskripsi,positive
barang original packing bagus pengirimaaaan cepat seller ramahhh dan komunikatif fast respon pokoknya rekomended seller meluncur ke bandung dengan selamatt tanpa cacat sedikitpunn,positive
packing sangat aman barang bagus,positive
terima kasih,positive
belum dicoba sih tapi pelayanannya bagus dan cepat,positive
barang sesuai belum di coba,positive
obat original ed jauh packing baik,positive
kualitas produk benaran bagus banget,positive
mantap sesuai deskripsi respin dan pengiriman cepat,positive
lumayan dengan harga segitu empuk dan lumayan anti slip,positive
barang dikirim ke alamat yang salah untungnya ada foto saat penerimaan jadi di cek sekeliling dengan foto pagar rumah yang sesuai ternyata dikirim kerumah tetangga mohon laun kali kurirnya perhatikan alamat atau penulisan dari seller yang salah,positive
produk sangat baik kualitasnya,positive
produk sesuai deskripsi pelayanan cepat packing rapi,positive
alhamdulillah mendarat sempurna🥰💃🏻💃🏻 packingan aman🥳 quantity pun pas pack💞🙏🏻🙏🏻,positive
terbaik,positive
admin ramah tapi sayang gudang agak lemot lm proses sampai kurir datang belum siap soal kwalitas enggak diragukan packing standart exp agustus dapat hrg murah free yang kecil model pocket terima kasih seller tokped kurir sigesit atas pelayanannya,positive
barang oke respon cepat,positive
kondisi baik dan pengiriman cepat,positive
pesan sensi xl warna putih dikirim warna hitam kualitas masker lebih tipis dari biasanya packing box tidak sempurna mengecewakan,negative
bagus prosduk sesuai pengiriman cepat,positive
segar segar ayamnya,positive
paten benar desainnya 👍👍👍👍👍,positive
pembelian kedua barang selalu bagus pengiriman cepat dan penjual sangat ramah dan bertanggung jawab,positive
kiriman cepat and good seller,positive
seller fast response sayuran dan buahnya fresh pengiriman sesuai jadwal recomended seller,positive
barang sesuai dan kiriman cepat,positive
barang sesuai dengan deskripsi kualitas bagus senang beebelanja disini,positive
terima kasih sudah sampai pesanan saya ini lapak langgangan paling top dah👍,positive
saya bandingkan merk yang lain bubuk dbd powder ungu rasanya memang mantaf cocok buat jualan semoga berkah 👍👍👍,positive
sesuai pesanan,positive
resolusi gambar tajam 👍 kualitas suaranya bagus desain ramping,positive
sesuai deskripsi barang tiba tidak sampai hari well done 👍,positive
mantap barang cepat sampai dan fast respon,positive
mie original packing rapi aman meskipun cuma di kasih plastik packing karena pakai gtl expire masih bulan lagi sampai mei fast response recommended seller sore pesan besok siang sudah sampai,positive
bahan mntaf ukuran pas pesenan karakteristik sangat cocok,positive
barang diterima dalam keadaanbaik lengkap dan sesuai pesanan,positive
barang sudah saya terima lengkap kondisi sesuai pesanan sudah tidak sabar pengin mencoba,positive
terima kasih barang sudah saya terima dan berfungsi dengan baik,positive
rasanya super enak produknya fresh banget harganya ekonomis pengemasan sama pengirimannya juga cepat pelayanannya ramah banget terbaik lah ferry fish kecintaanku 🫶🥹,positive
nagih banget sama pia ini apalagi varian mininya sekali hap langsung habis,positive
produk sesuai,positive
oke kak barang sudah sampai sesuai pesanan terimakasih,positive
protein barnya enak sesuai deskripsi pengiriman cepat terima kasih,positive
amanah,positive
bentuk dan ukuran pas aroma wajar masih baru bau lem nya masih kecium daya tahan pakai masih belum tau soalnya baru sampai warna putih,positive
dagingnya bagus bagus respon cepat sesuai dengan deskriosi,positive
cepat sampaii expired masih lama kemasan aman cocookkk,positive
barang sesuai deskripsi mudah diaplikasikan produk original,positive
sesuai gambar bahan tebal jadi enggak khawatir memakai hapenya,positive
barang sudah sampai dengan cepat kualitas barang sungguh mantap sesuai dengan gambar dan deskripsi ketebalan atau terimakasih admin,positive
fast respon,positive
ok sudah barang bagus cuma kurang keras saja karetnya untuk lainnya sudah mntp kok,positive
mantap pesanan sampai dengan aman thank you admin,positive
barangnya telah diterima dengan baik enggak ada yang cacat atau rusak dus nya belum dicoba ok tq gan sukses selalu,positive
pesanan kedua tetap oke,positive
cuma buat alat begini harganya ribuan mah enggak masuk akal ya,negative
pengiriman cepat kurir ramah barang baru original,positive
barang original kualitas bagus,positive
puas,positive
pengemasan baik bagus aman oengirimannya saja nih lama banget,positive
barang sesuai dan pengiriman juga cepat tanpa kendala thx,positive
bagus fast respond,positive
seller mantap,positive
barang sesuai pengiriman cepat packing rapi seller recommended as always,positive
bagus sangat pas dengan hpnya hanya kurang tebal saja,positive
terimakasih,positive
kualitas bagus respon cepat pengiriman cepat packing aman,positive
pesanan sesuai packing aman,positive
respon cepat pengiriman cepat packaging juga aman dengan bubble wrap tebal produk sesuai recommended thanksss ya,positive
rasa enak harga mantap andalan sih grande granola sukses selalu ya,positive
packingnya mantap benar sampai dipakein kerdus dan bubble wrap juga 👍,positive
kualitas ok penjualnya help full,positive
barang sudah diterima dalam keadaan baik original predator memang beda terima kasih 👍,positive
bagus,positive
cepat,positive
entah kenapa device sering offline padahal internet dirumah saja,neutral
kinoy sudah bau apek dan padat tidak dapat digunakan karena ini buat campuran umpan saya enggak pakai dan terpaksa dibuang semua,negative
bahan materialnya bagus modrlnya unik untuk bntalan saat yoga warnanya juga kesukaan,positive
filling yang coklat ada choco chipnya buat seleraku agak kemanisan tetap enak sih hehee,neutral
barang bagus awet,positive
mantaps seller fast response tv sudah terpasang semoga awet dan enggak ada masalah kapok pakai brand ng pas banget setaun garansi habis eh led berbayang harus ganti panel semoga sony ini awet,positive
kualitas daging bagus seller ramah pengiriman cepat,positive
resolusi gambar tajam 👍 kualitas suaranya bagus desain elegan 😍 proses pesanan cepat,positive
agak beda rasa cumi asinnya entahlah,neutral
sesuai pesanan 👍👍👍,positive
wanginya fresh feels clean mantap terima kasih,positive
beli kartu modem orbit tapi yang datang kartu prabayar telkomsel,negative
barang orisinal bagus,positive
produknya berkualitas bahannya kuat materinya halus ketahannya bagus semoga awet,positive
terima kasih kakak ada bonus maskernya,positive
barang ok ada cacat minor di roda tapi semua saja toko responsif harga juga ok puas,positive
packing aman sekali sampai masih dalam keadaan dingin dan dikasih icepack,positive
mantap modelnya 👟 sepatunya nyaman ukuran sesuai packaging rapi,positive
barang sesuai dengan deskripsi produk seller responsif packing bagus pengiriman cepat,positive
produk sesuai ekspektasi bonus berbeda dengan konfirmasi ketika proses pemesanan bisa diperbaiki servicenya,positive
casenya bagus pas banget sama 👍,positive
pelayanan dan produk memuaskan terima kasih,positive
barang diterima sesuai pesanan,positive
dapat pas flash sale enak banget pengiriman super cepat dan by ongkir pun murah terima kasih tokped dan yoshinoya,positive
exp masih lama tapi pas buka ada kutu ke vacuum hidup lagi pas sudah di buka kok bisa,neutral
bagus tebal dan sesuai gambar ada tasnya lagi terima kasih beli lagi kalau butuh,positive
sesuai,positive
penjual sangat komunikatif dan sangat membantu kualitas barang juga bagus hanya saja kurir id express drop barang saya tidak pada alamat yang seharusnya padahal dari titik drop berbeda komplek dengan saya dan jaraknya juga hanya beberapa meter dari rumah saya sungguh kecewa dengan ekspedisi ini,positive
bisa repeat order deh 😍,positive
terima kasih sudah sampai sesuai pesanan,positive
kualitas orisinal pengiriman oke seller ramah,positive
barang sesuai,positive
barang datang dalam keadaan baik dan dalam waktu yang cepat,positive
pengiriman sangat cepat kualitas sangat baik radanya mantap,positive
sesuai dengan harganya barang bagus,positive
fresh,positive
barang sesuai pesanan seller responsif dan ramah pengiriman cepat recomended,positive
packing dan proses cepat cuma sambelnya dikit banget jadi ayamnya masih banyak sambelnya deh habis 😁,positive
modelnya bagus dan sepertinya harus upsize juga,positive
proses pengiriman cepat barang original semoga awet muda,positive
baru menyadari kalau harga lemnya tinggi banget mana belinya kebanyakan lagi 😭,neutral
sudah tidak diragukan kualiyas dan harga sudah berapa kali beli disini semoga tetap amanah tapi kali ada pengiriman agak lumayan lama dari,positive
barang joss rekomended banget toko nya,positive
mantap baterai sesuai deskripsi berfungsi dengan baik recomended seller 👍,positive
produk produknya selalu fresh harga bersaing dan enggak perlu ribet belanja ke pasar,positive
pengiriman cepat dan pesanan sesuai,positive
okeee banget penjualnya pun ramah dan cepat tanggap reccomend banget belanja di sini,positive
biar bintang bicara thanks berat gan,positive
belum dicek tapi sudah sampai ini syaa allah bagus sebab teman juga rekomen toko ini,positive
barang sudah dipakai sesuai pesanan sangat recomended,positive
pesan siang malam sampai cepat banget pengirimannya pesanan sangat sesuai😁😁,positive
nice bahannya sangat empuk 👍,positive
sudah belanja disini mantap semua segel,positive
kualitas bagus okeee banget pelayanan mantap,positive
menggemaskan banget cardnya 💜💙💚,positive
top markotop 👍👍,positive
sesuai deskripsi packing aman,positive
produk berfungsi dengan baik barang sesuai deskripsi produk original,positive
produk diterima dengan baik expired masih lama packing rapi pengiriman cepat terimakasih seller,positive
maaf terlambat kasih ulasan🙏 sebenarnya sudah sampai dari hari lalu barangnya bagus dan berfungsi dengan baik terima kasih seller tetap amanah ya biar bisa dipercaya cust terus balik dan balik lagi belanja disini 🙏🥰,positive
produk bahan agak tipis pengiriman good pengemasan poor penjual good harga standard,neutral
barang sesuai packing aman,positive
beberapa kali order disini ini yang ke pesan tapi yang ada pcs entah dari pihak penjual atau pengiriman tapi karena paket sudah terlanjur saya klik terima jadi susah untuk komplain pesan untuk semua nya saja jika pesanan belum di buka dan pastikan lengkap jangan di klik terima jadi kayak saya pengin komplain tidak bisa,positive
alhamdulillah paket kipray sudah sampai sesuai pesanan respon cepat pengiriman juga sangat cepat toko amanah terima kasih ya 🙏,positive
enakk oke banget buat makanan setelah olahraga thank you bonusnyaa ❤️🙏🏻,positive
packing baik sup nya worth itu karena ada isi dagingnya juga dan bisa untuk dicampur ke nasi bumbunya wangi rasanya mirip dengan langsung makan disana minusnya cuman agak susah memanaskan kulitnya supaya tidak alot price wise agak lumayan ya jadi semoga bisa lagi bisalah untuk mengobati craving makan bigul asli bali,positive
barang sudah di tes oke nyala normal cuma suara kipas nya brisik banget mendengung,positive
barang sesua pesanan pengiriman cepat packing rapi terima kasih,positive
maskernya tebal mantap paket aman dibungkus kardus besar lagi jadi kardusnya tidak penyok karena double kardus suka warna hitamnya cuma maskernya tidak dibungkus plastik tapi okelah,positive
barang diterima aman waktu pengiriman sesuai,positive
🏌️‍♂️👍🏻,positive
good,positive
barang sesuai pesanan packing aman,positive
produk sesuai deskripsi material bagus well design untuk hardcourt dipakai nyaman durability masih ongoing mari kita test 🔥🔥🔥🔥,positive
pokoknya tak bisa di ungkapkan dengan kata kata,positive
barang sesuai deskripsi pengiriman cepat dan packaging tebal bagus,positive
bagus banget tapi ada tidak menyala lampu nya🥲,positive
puas barangnya puas pula saat digunakan saat hubungan intim dengan istri 😍😍😍,positive
pengiriman cepat barang terjaga setelah pembayaran langsung di proses,positive
baru pertama kali belanja disini puas euy barangnya terlihat fresh dan dikasih bonus kepala ikan salmon 😍😍 thanks seller,positive
kok alot ya padahal sudah dilumerkan dengan baik,neutral
pesanan sudah sampai pengiriman cepat produk sesuai pesanan langsung dicoba dan hasilnya bagus terima kasih tiktop shop,positive
warna cocok barang sesuai pengiriman juga baik lumayan untuk menemani jaga toko terimakasih,positive
⭐️⭐️⭐️⭐️⭐️⭐️,positive
